Count,Name,Edition,Card Number,Language,Foil,PreRelease
3,Sworn Companions,Guilds of Ravnica,27,English,,
4,Sworn Guardian,Rivals of Ixalan,58,English,,
1,Sylvan Awakening,Dominaria,183,English,,
4,Sylvan Brushstrider,Ravnica Allegiance,144,English,,
2,Sylvan Ranger,Modern Masters 2017 Edition,140,English,,
2,Sylvan Shepherd,Adventures in the Forgotten Realms,206,English,,
2,Synchronized Spellcraft,Zendikar Rising,168,English,,
1,Synchronized Strike,Amonkhet,190,English,,
4,Syncopate,Dominaria,67,English,,
3,Syncopate,Innistrad: Crimson Vow,83,English,,
2,Syndic of Tithes,Gatecrash,26,English,,
2,Syndicate Guildmage,Ravnica Allegiance,211,English,,
3,Syndicate Messenger,Ravnica Allegiance,25,English,,
1,Syndicate Messenger,Ravnica Allegiance,25,English,true,
2,Syphon Essence,Innistrad: Crimson Vow,84,English,,
1,"Syr Alin, the Lion's Claw",Throne of Eldraine,32,English,,
1,"Syr Elenora, the Discerning",Throne of Eldraine,67,English,,
1,Tah-Crop Elite,Amonkhet,31,English,,
3,Tajuru Beastmaster,Battle for Zendikar,193,English,,
1,Tajuru Paragon,Zendikar Rising,209,English,,
1,Tajuru Pathwarden,Oath of the Gatewatch,145,English,,
2,Tajuru Snarecaster,Zendikar Rising,210,English,,
1,Tajuru Stalwart,Battle for Zendikar,194,English,,
4,Take Down,Kaladesh,170,English,,
3,Take Heart,Guilds of Ravnica,28,English,,
4,Take Vengeance,Core Set 2019,40,English,,
1,Takklemaggot,Chronicles,9,English,,
1,Tale's End,Core Set 2020,77,English,,
1,Tall as a Beanstalk,Throne of Eldraine,178,English,,
4,Talons of Wildwood,Core Set 2019,202,English,,
1,"Tamiyo, Collector of Tales",War of the Spark,220,English,,
1,Tangle Mantis,Mirrodin Besieged,91,English,,
1,Tapping at the Window,Innistrad: Midnight Hunt,201,English,,
2,Tarfire,Duel Decks: Merfolk vs. Goblins,55,English,,
1,Tarfire,Mystery Booster,1078,English,,
1,Target Minotaur,Unstable,98,English,,
1,Tarpan,Ice Age,155,English,,
3,Tasseled Dromedary,Kaladesh,30,English,,
4,Tattered Mummy,Core Set 2019,295,English,,
1,"Tatyova, Benthic Druid",Mystery Booster,1494,English,,
3,"Tatyova, Benthic Druid",Dominaria,206,English,,
1,Taunting Elf,Onslaught,290,English,,
1,Tavern Ruffian // Tavern Smasher,Innistrad: Midnight Hunt,163,English,,
1,Tavern Swindler,Core Set 2021,124,English,,
1,Tawnos's Wand,Fourth Edition,366,English,,
2,Tawnos's Weaponry,Fourth Edition,367,English,,
1,Tazeem Raptor,Zendikar Rising,43,English,,
3,Tazeem Roilmage,Zendikar Rising,84,English,,
2,Tears of Valakut,Oath of the Gatewatch,118,English,,
1,Tectonic Giant,Theros Beyond Death,158,English,,
2,Tectonic Rift,Core Set 2019,162,English,,
1,Tectonic Rift,Core Set 2020,161,English,,
1,Tectonic Rift,Core Set 2020,161,English,true,
2,Teeterpeak Ambusher,Zendikar Rising,169,English,,
1,"Teferi, Timebender",Dominaria,270,English,true,
1,Teferi's Ageless Insight,Core Set 2021,76,English,,
1,Teferi's Protege,Core Set 2021,77,English,,
3,Teferi's Sentinel,Dominaria,273,English,,
3,Teferi's Time Twist,War of the Spark,72,English,,
2,Teferi's Tutelage,Core Set 2021,78,English,,
1,Teleport,Chronicles,26,English,,
1,Tempest Efreet,Fourth Edition,243,English,,
1,Temple of Abandon,Theros Beyond Death,244,English,,
1,Temple of Deceit,Theros Beyond Death,245,English,,
1,Temple of Malady,Core Set 2020,254,English,,
1,Temple of Mystery,Core Set 2020,255,English,,
1,Temple of Mystery,Core Set 2021,254,English,true,
1,Temple of Plenty,Theros Beyond Death,248,English,,
1,Temple of Silence,Core Set 2020,256,English,,
1,Temple of the Dragon Queen,Adventures in the Forgotten Realms,357,English,,
1,Temple Thief,Theros Beyond Death,116,English,,
4,Temporal Machinations,Dominaria,271,English,,
1,Temur Sabertooth,Fate Reforged,141,English,,
1,Tenement Crasher,Return to Ravnica,108,English,,
2,Tenth District Guard,Guilds of Ravnica,29,English,,
4,Tenth District Veteran,Ravnica Allegiance,26,English,,
1,Tenured Inkcaster,Strixhaven: School of Mages,88,English,,
1,Tergrid's Shadow,Kaldheim,113,English,,
1,Terrarion,Eldritch Moon,201,English,,
2,Territorial Allosaurus,Dominaria,184,English,,
1,Territorial Baloth,Battle for Zendikar,196,English,,
4,Territorial Boar,Ravnica Allegiance,145,English,,
4,Territorial Hammerskull,Ixalan,41,English,,
1,Territorial Scythecat,Zendikar Rising,213,English,,
4,Terror,Revised Edition,40,English,,
4,Terror,Fourth Edition,48,English,,
4,Terror of the Fairgrounds,Kaladesh,137,English,,
1,Terrus Wurm,Return to Ravnica,80,English,,
1,"Teshar, Ancestor's Apostle",Dominaria,36,English,,
1,"Tetsuko Umezawa, Fugitive",Dominaria,69,English,,
2,Teyo's Lightshield,War of the Spark,33,English,,
4,Tezzeret's Ambition,Kaladesh,65,English,,
1,Tezzeret's Gambit,Strixhaven Mystical Archive,21,English,,
2,Thallid,Fallen Empires,87,English,,
4,Thallid,Fallen Empires,88,English,,
4,Thallid,Fallen Empires,89,English,,
4,Thallid,Fallen Empires,90,English,,
4,Thallid Omnivore,Dominaria,106,English,,
2,Thaumaturge's Familiar,Theros Beyond Death,238,English,,
1,The Birth of Meletis,Theros Beyond Death,5,English,,
2,The Brute,Fourth Edition,244,English,,
2,The Eldest Reborn,Dominaria,90,English,,
1,The Fallen,Chronicles,10,English,,
1,The First Iroan Games,Theros Beyond Death,170,English,,
2,The Flame of Keld,Dominaria,123,English,,
1,The Hive,Fourth Edition,369,English,,
1,The Locust God,Hour of Devastation,139,English,,
2,The Mirari Conjecture,Dominaria,57,English,,
1,The Rack,Revised Edition,278,English,,
1,The Rack,Fourth Edition,370,English,,
1,The Triumph of Anax,Theros Beyond Death,160,English,,
1,The Wanderer,War of the Spark,37,English,,
1,The Wretched,Chronicles,11,English,,
1,Theater of Horrors,Ravnica Allegiance,213,English,,
4,Thelon's Chant,Fallen Empires,94,English,,
2,Thelonite Druid,Fallen Empires,92,English,,
1,Thermokarst,Ice Age,156,English,,
1,Thicket Basilisk,Revised Edition,125,English,,
4,Thicket Crasher,Core Set 2020,196,English,,
2,Thief of Sanity,Guilds of Ravnica,205,English,,
1,Thieves' Tools,Adventures in the Forgotten Realms,122,English,,
1,Thirst for Discovery,Innistrad: Crimson Vow,85,English,,
2,Thirst for Meaning,Theros Beyond Death,74,English,,
4,Thirsting Shade,Ravnica Allegiance,87,English,,
3,Thopter,Extras: Kaladesh,7,English,,
3,Thopter,Extras: Kaladesh,8,English,,
1,Thopter,Extras: Kaladesh,9,English,,
1,Thopter Foundry,Mystery Booster,1535,English,,
2,Thorn Lieutenant,Core Set 2019,203,English,,
4,Thorn Thallid,Fallen Empires,96,English,,
4,Thorn Thallid,Fallen Empires,97,English,,
4,Thorn Thallid,Fallen Empires,98,English,,
4,Thorn Thallid,Fallen Empires,99,English,,
4,Thorned Moloch,Hour of Devastation,108,English,,
4,Thornhide Wolves,Core Set 2019,204,English,,
1,Thornwood Falls,Core Set 2020,258,English,,
4,Thornwood Falls,Throne of Eldraine,313,English,,
1,Thornwood Falls,Ikoria: Lair of Behemoths,256,English,,
1,Thornwood Falls,Core Set 2021,257,English,,
1,Those Who Serve,Amonkhet,32,English,,
4,Thought Collapse,Ravnica Allegiance,57,English,,
2,Thought Erasure,Guilds of Ravnica,206,English,,
2,Thoughtbound Phantasm,Guilds of Ravnica,55,English,,
1,Thran Temporal Gateway,Dominaria,233,English,,
1,Thrash of Raptors,Ixalan,168,English,,
1,Thrashing Brontodon,Mystery Booster,1356,English,,
1,Thrashing Brontodon,Rivals of Ixalan,148,English,,
1,Thrashing Mossdog,Dragon's Maze,50,English,,
2,Threnody Singer,Theros Beyond Death,75,English,,
3,Thresher Lizard,Masters 25,153,English,,
3,Thresher Lizard,Amonkhet,150,English,,
3,Thrill of Possibility,Throne of Eldraine,146,English,,
2,Thrill of Possibility,Core Set 2021,165,English,,
1,Thrill-Kill Assassin,Iconic Masters,111,English,,
1,Thrive,Modern Masters 2015 Edition,166,English,,
4,Thriving Grubs,Kaladesh,138,English,,
4,Thriving Ibex,Kaladesh,31,English,,
4,Thriving Rats,Kaladesh,102,English,,
3,Thriving Rhino,Kaladesh,171,English,,
3,Thriving Turtle,Kaladesh,66,English,,
1,Throne of Bone,Revised Edition,279,English,,
2,Thrull Champion,Fallen Empires,29,English,,
4,Thrull Retainer,Fallen Empires,30,English,,
4,Thrull Wizard,Fallen Empires,31,English,,
1,Thunder Drake,War of the Spark,73,English,,
1,Thunder Strike,Magic 2014 Core Set,159,English,,
1,Thunderherd Migration,Rivals of Ixalan,149,English,,
2,Thundering Ceratok,War of the Spark,179,English,,
1,Thundering Chariot,Theros Beyond Death,239,English,,
1,Thundering Rebuke,Zendikar Rising,170,English,,
1,Thunderous Might,Born of the Gods,114,English,,
1,Thunderous Snapper,Throne of Eldraine,215,English,,
1,Thunderous Wrath,Modern Masters 2017 Edition,113,English,,
1,Thwart the Enemy,Ikoria: Lair of Behemoths,173,English,,
1,Tiamat,Adventures in the Forgotten Realms,235,English,,
1,"Tiana, Ship's Caretaker",Dominaria,208,English,,
2,Tibalt's Rager,War of the Spark,147,English,,
2,Tidal Courier,Duel Decks: Merfolk vs. Goblins,19,English,,
4,Tidal Flats,Fallen Empires,54,English,,
4,Tidal Flats,Fallen Empires,55,English,,
4,Tidal Flats,Fallen Empires,56,English,,
3,Tidal Influence,Fallen Empires,57,English,,
2,Tidal Warrior,Duel Decks: Merfolk vs. Goblins,20,English,,
1,Tidal Wave,Duel Decks: Merfolk vs. Goblins,21,English,,
1,Tide Drifter,Battle for Zendikar,67,English,,
1,Tidebinder Mage,Duel Decks: Merfolk vs. Goblins,22,English,,
4,Tidy Conclusion,Kaladesh,103,English,,
1,Tiger-Tribe Hunter,Adventures in the Forgotten Realms,163,English,,
1,Tightening Coils,Battle for Zendikar,86,English,,
4,Tilonalli's Crown,Rivals of Ixalan,120,English,,
4,Tilonalli's Knight,Ixalan,169,English,,
1,Tilonalli's Summoner,Rivals of Ixalan,121,English,,
4,Timber Gorge,Dominaria,279,English,,
4,Timber Gorge,Core Set 2019,258,English,,
1,Timberland Guide,Innistrad: Midnight Hunt,202,English,,
2,Timberpack Wolf,Masters 25,190,English,,
1,Timberpack Wolf,Magic Origins,200,English,,
2,Time Ebb,Magic 2014 Core Set,74,English,,
2,Time of Ice,Dominaria,70,English,,
1,Time Out,Unstable,48,English,,
1,Time Wipe,War of the Spark,223,English,,
1,Tin Street Dodger,Ravnica Allegiance,120,English,,
1,Tin Street Market,Gatecrash,108,English,,
2,Tinder Wall,Ice Age,158,English,,
2,Tireless Hauler // Dire-Strain Brawler,Innistrad: Midnight Hunt,203,English,,
4,Tishana's Wayfinder,Ixalan,211,English,,
1,Titan's Presence,Battle for Zendikar,14,English,,
1,Titan's Strength,Magic Origins,166,English,,
4,Titanic Brawl,Ravnica Allegiance,146,English,,
1,Titanic Growth,Magic 2015 Core Set,203,English,,
4,Titanic Growth,Core Set 2019,205,English,,
1,Titanic Growth,Core Set 2021,210,English,,
2,Titans' Nest,Ikoria: Lair of Behemoths,212,English,,
2,Tithe Drinker,Dragon's Maze,109,English,,
2,Tithebearer Giant,War of the Spark,107,English,,
2,Token: Kobolds of Kher Keep,Extras: Masters 25,10,English,,
4,Tolarian Scholar,Dominaria,71,English,,
4,Tolarian Scholar,Core Set 2019,80,English,,
1,Tomb Robber,Rivals of Ixalan,87,English,,
3,Tome Raider,Throne of Eldraine,68,English,,
1,Tome Scour,Magic 2014 Core Set,75,English,,
1,Top-Secret Tunnel,Unstable,207,English,,
2,Topan Freeblade,Magic Origins,36,English,,
1,Topple the Statue,War of the Spark,35,English,,
1,Topplegeist,Shadows over Innistrad,45,English,,
4,Tor Wauki,Chronicles,123,English,,
1,"Torbran, Thane of Red Fell",Throne of Eldraine,147,English,,
2,Torch Courier,Guilds of Ravnica,119,English,,
4,Torch Gauntlet,Kaladesh,237,English,,
4,Torment of Venom,Hour of Devastation,79,English,,
3,Tormenting Voice,Iconic Masters,150,English,,
1,Tormenting Voice,Amonkhet,151,English,,
4,Tormenting Voice,Core Set 2019,164,English,,
2,Tormentor's Helm,Kaldheim,155,English,,
2,Tormod's Crypt,Chronicles,89,English,,
1,Torpid Moloch,Ravnica: City of Guilds,147,English,,
1,Torture,Homelands,24,English,,
2,Totally Lost,Masters 25,74,English,,
1,Totally Lost,Gatecrash,54,English,,
4,Totally Lost,Core Set 2019,81,English,,
2,Totally Lost,War of the Spark,74,English,,
2,Touch of Death,Ice Age,55,English,,
1,Touch of Moonglove,Magic Origins,123,English,,
2,Touch of the Void,Battle for Zendikar,134,English,,
1,Tourach's Chant,Fallen Empires,32,English,,
4,Tournament Grounds,Throne of Eldraine,248,English,,
2,Tovolar's Huntmaster // Tovolar's Packleader,Innistrad: Midnight Hunt,204,English,,
1,Tower Drake,Return to Ravnica,55,English,,
1,Towering Indrik,Return to Ravnica,137,English,,
1,Towering Thunderfist,Gatecrash,109,English,,
2,Towering-Wave Mystic,Theros Beyond Death,77,English,,
2,Track Down,Core Set 2021,211,English,,
4,Trade Caravan,Homelands,123,English,,
1,Trade Caravan,Homelands,124,English,,
2,Tragic Lesson,Hour of Devastation,51,English,,
4,Tragic Poet,Dominaria,37,English,,
1,Trail of Crumbs,Throne of Eldraine,179,English,,
1,Trail of Evidence,Mystery Booster,529,English,,
3,Trained Condor,Magic 2014 Core Set,76,English,,
1,Traitorous Instinct,Modern Masters 2017 Edition,114,English,,
2,Tranquil Cove,Core Set 2020,259,English,,
2,Tranquil Expanse,Core Set 2019,259,English,,
4,Tranquility,Revised Edition,128,English,,
2,Tranquility,Fourth Edition,161,English,,
1,Transcendent Envoy,Theros Beyond Death,40,English,,
1,Transmogrify,Core Set 2021,167,English,,
1,Transmogrifying Wand,Core Set 2019,247,English,,
1,Transmutation,Chronicles,12,English,,
1,Trapjaw Tyrant,Rivals of Ixalan,29,English,,
1,Traveler's Amulet,Theros,221,English,,
1,Traveler's Amulet,Hour of Devastation,167,English,,
4,Traveler's Amulet,Rivals of Ixalan,184,English,,
2,Traveler's Amulet,Theros Beyond Death,240,English,,
4,"Traxos, Scourge of Kroog",Dominaria,234,English,,
1,Treasure Vault,Adventures in the Forgotten Realms,261,English,,
2,Trespasser's Curse,Amonkhet,112,English,,
1,Trial of Ambition,Amonkhet,113,English,,
1,Triton Tactics,Duel Decks: Merfolk vs. Goblins,23,English,,
1,Triton Tactics,Mystery Booster,534,English,,
2,Triton Waverider,Theros Beyond Death,78,English,,
2,Triumph of Gerrard,Dominaria,38,English,,
3,Trollhide,Magic 2014 Core Set,197,English,,
1,Trove of Temptation,Ixalan,171,English,,
1,True Love's Kiss,Throne of Eldraine,34,English,,
1,Truefire Captain,Guilds of Ravnica,209,English,,
1,Trueheart Duelist,Amonkhet,35,English,,
2,Trueheart Twins,Amonkhet,153,English,,
1,Trufflesnout,Core Set 2021,212,English,,
2,Trumpet Blast,Iconic Masters,151,English,,
2,Trumpet Blast,Masters 25,154,English,,
4,Trumpet Blast,Core Set 2019,165,English,,
4,Trusted Pegasus,War of the Spark,36,English,,
4,Trusty Packbeast,Core Set 2019,41,English,,
2,Tuinvale Treefolk // Oaken Boon,Throne of Eldraine,180,English,,
1,Tukatongue Thallid,Mystery Booster,1364,English,,
1,Tuktuk Rubblefort,Zendikar Rising,173,English,,
4,Tundra Wolves,Fourth Edition,303,English,,
1,Tunnel,Revised Edition,180,English,,
1,Tunnel,Fourth Edition,245,English,,
1,Turn into a Pumpkin,Throne of Eldraine,69,English,,
1,Turn the Earth,Innistrad: Midnight Hunt,205,English,,
1,Turn to Slag,Core Set 2021,168,English,,
1,Turntimber Ascetic,Zendikar Rising,214,English,,
4,Turret Ogre,War of the Spark,148,English,,
1,Turret Ogre,Core Set 2021,169,English,,
3,Tuskeri Firewalker,Kaldheim,157,English,,
3,Twiddle,Fourth Edition,109,English,,
1,Twiddlestick Charger,Unstable,210,English,,
4,Twilight Panther,Ravnica Allegiance,28,English,,
1,Twinblade Geist // Twinblade Invocation,Innistrad: Crimson Vow,40,English,true,
2,Twisted Abomination,Masters 25,111,English,,
1,Two-Headed Giant,Dominaria,147,English,,
4,Two-Headed Zombie,Core Set 2019,123,English,,
1,"Tymaret, Chosen from Death",Theros Beyond Death,119,English,,
1,"Tymaret, Chosen from Death",Theros Beyond Death,263,English,,
1,Typhoid Rats,Mystery Booster,803,English,,
1,Tyrite Sanctum,Kaldheim,272,English,,
1,Ugin's Conjurant,War of the Spark,3,English,,
1,Ulamog's Reclaimer,Battle for Zendikar,68,English,,
1,Ulcerate,Iconic Masters,112,English,,
1,Umara Entangler,Oath of the Gatewatch,65,English,,
1,Umara Mystic,Zendikar Rising,238,English,,
1,Umara Raptor,Zendikar,75,English,,
1,Umara Wizard // Umara Skyfalls,Zendikar Rising,86,English,,
1,Unblinking Observer,Innistrad: Midnight Hunt,82,English,,
2,Unbreakable Bond,Ikoria: Lair of Behemoths,101,English,,
4,Unbreakable Formation,Ravnica Allegiance,29,English,,
1,Unburden,Mystery Booster,804,English,,
2,Unburden,Amonkhet,114,English,,
3,Uncaged Fury,Masters 25,155,English,,
1,Uncaged Fury,Core Set 2020,163,English,,
1,Unchained Berserker,Core Set 2020,164,English,,
1,Uncle Istvan,The Dark,16,English,,
4,Uncomfortable Chill,Core Set 2019,82,English,,
3,Unconventional Tactics,Hour of Devastation,27,English,,
3,Uncovered Clues,Dragon's Maze,19,English,,
1,Undead Butler,Innistrad: Crimson Vow,133,English,,
2,Undead Servant,Magic Origins,124,English,,
3,Undead Servant,Core Set 2020,118,English,,
4,Undercity Scavenger,Ravnica Allegiance,88,English,,
1,Undercity Shade,Ravnica: City of Guilds,110,English,,
3,Undercity Uprising,Guilds of Ravnica,210,English,,
4,Undercity's Embrace,Ravnica Allegiance,89,English,,
1,Underdark Basilisk,Adventures in the Forgotten Realms,208,English,,
1,Undersea Invader,Kaldheim,78,English,,
1,Underworld Charger,Theros Beyond Death,120,English,,
2,Underworld Fires,Theros Beyond Death,162,English,,
2,Underworld Rage-Hound,Theros Beyond Death,163,English,,
2,Undying Malice,Innistrad: Crimson Vow,134,English,,
2,Unearth,Masters 25,113,English,,
1,Unexpected Fangs,Ikoria: Lair of Behemoths,102,English,,
1,Unexpected Windfall,Adventures in the Forgotten Realms,164,English,,
4,Unexplained Disappearance,Guilds of Ravnica,56,English,,
2,Unexplained Vision,Throne of Eldraine,70,English,,
4,Unfriendly Fire,Ixalan,172,English,,
3,Unhallowed Phalanx,Innistrad: Crimson Vow,135,English,,
1,Unholy Hunger,Magic Origins,125,English,,
1,Unholy Indenture,Core Set 2020,119,English,,
4,Unholy Strength,Revised Edition,41,English,,
2,Unity of Purpose,Oath of the Gatewatch,66,English,,
1,Universal Solvent,Aether Revolt,178,English,,
1,Unknown Shores,Oath of the Gatewatch,181,English,,
1,Unknown Shores,Theros Beyond Death,249,English,,
1,Unlicensed Disintegration,Kaladesh,187,English,,
3,Unlikely Aid,War of the Spark,109,English,,
1,Unlikely Aid,Ikoria: Lair of Behemoths,103,English,,
1,Unmoored Ego,Guilds of Ravnica,212,English,,
1,Unnatural Aggression,Battle for Zendikar,168,English,,
2,Unnatural Endurance,Oath of the Gatewatch,80,English,,
3,Unnatural Moonrise,Innistrad: Midnight Hunt,247,English,,
1,Unpredictable Cyclone,Ikoria: Lair of Behemoths,139,English,,
1,Unpredictable Cyclone,Ikoria: Lair of Behemoths,139,English,true,
1,Unquenchable Thirst,Hour of Devastation,53,English,,
1,Unstable Mutation,Arabian Nights,28,English,,
4,Unstable Mutation,Revised Edition,86,English,,
1,Unstable Mutation,Fourth Edition,110,English,,
2,Unsubstantiate,Core Set 2021,82,English,,
1,Unsummon,Revised Edition,87,English,,
1,Unsummon,Fourth Edition,111,English,,
1,Unsummon,Magic 2011,78,English,,
4,Unsummon,Hour of Devastation,54,English,,
3,Unsummon,Core Set 2020,78,English,,
2,Untamed Kavu,Dominaria,186,English,,
1,Untamed Wilds,Portal,117,English,,
1,Unwilling Ingredient,Strixhaven: School of Mages,90,English,,
4,Unwind,Dominaria,72,English,,
1,Urban Burgeoning,Return to Ravnica,138,English,,
2,Urban Utopia,Guilds of Ravnica,146,English,,
1,"Urgoros, the Empty One",Dominaria,109,English,true,
1,"Urgoros, the Empty One",Dominaria,109,English,,
4,Ursine Champion,Core Set 2019,304,English,,
1,Urza's Avenger,Fourth Edition,373,English,,
1,Urza's Chalice,Antiquities,40,English,,
3,Urza's Mine,Chronicles,94,English,,
1,Urza's Power Plant,Chronicles,98,English,,
1,Urza's Power Plant,Chronicles,100,English,,
4,Urza's Tome,Dominaria,235,English,,
1,Urza's Tower,Chronicles,104,English,,
1,Urza's Tower,Chronicles,105,English,,
1,Uthden Troll,Revised Edition,181,English,,
2,Valakut Invoker,Battle for Zendikar,159,English,,
4,Valakut Predator,Battle for Zendikar,160,English,,
